"code","ALT_CODE","USAGE","USAGE_UK","DESCRIPTION","MODIFIER_4","MODIFIER_5","QUALIFIERS","GENDER_MASK","MIN_AGE","MAX_AGE","TREE_DESCRIPTION"
"C08.8","C088","DEFAULT","3","Malignant neoplasm: Overlapping lesion of major salivary glands","","","",,,,"Overlapping lesion of major salivary glands"
"C08.9","C089","DEFAULT","3","Malignant neoplasm: Major salivary gland, unspecified","","","",,,,"Major salivary gland, unspecified"
"C09","C09","DEFAULT","3","Malignant neoplasm of tonsil","","","",,,,""
"C09.0","C090","DEFAULT","3","Malignant neoplasm: Tonsillar fossa","","","",,,,"Tonsillar fossa"
"C09.1","C091","DEFAULT","3","Malignant neoplasm: Tonsillar pillar (anterior)(posterior)","","","",,,,"Tonsillar pillar (anterior)(posterior)"
"C09.8","C098","DEFAULT","3","Malignant neoplasm: Overlapping lesion of tonsil","","","",,,,"Overlapping lesion of tonsil"
"C09.9","C099","DEFAULT","3","Malignant neoplasm: Tonsil, unspecified","","","",,,,"Tonsil, unspecified"
"C10","C10","DEFAULT","3","Malignant neoplasm of oropharynx","","","",,,,""
"C10.0","C100","DEFAULT","3","Malignant neoplasm: Vallecula","","","",,,,"Vallecula"
"C10.1","C101","DEFAULT","3","Malignant neoplasm: Anterior surface of epiglottis","","","",,,,"Anterior surface of epiglottis"
"C10.2","C102","DEFAULT","3","Malignant neoplasm: Lateral wall of oropharynx","","","",,,,"Lateral wall of oropharynx"
"C10.3","C103","DEFAULT","3","Malignant neoplasm: Posterior wall of oropharynx","","","",,,,"Posterior wall of oropharynx"
"C10.4","C104","DEFAULT","3","Malignant neoplasm: Branchial cleft","","","",,,,"Branchial cleft"
"C10.8","C108","DEFAULT","3","Malignant neoplasm: Overlapping lesion of oropharynx","","","",,,,"Overlapping lesion of oropharynx"
"C10.9","C109","DEFAULT","3","Malignant neoplasm: Oropharynx, unspecified","","","",,,,"Oropharynx, unspecified"
"C11","C11","DEFAULT","3","Malignant neoplasm of nasopharynx","","","",,,,""
"C11.0","C110","DEFAULT","3","Malignant neoplasm: Superior wall of nasopharynx","","","",,,,"Superior wall of nasopharynx"
"C11.1","C111","DEFAULT","3","Malignant neoplasm: Posterior wall of nasopharynx","","","",,,,"Posterior wall of nasopharynx"
"C11.2","C112","DEFAULT","3","Malignant neoplasm: Lateral wall of nasopharynx","","","",,,,"Lateral wall of nasopharynx"
"C11.3","C113","DEFAULT","3","Malignant neoplasm: Anterior wall of nasopharynx","","","",,,,"Anterior wall of nasopharynx"
"C11.8","C118","DEFAULT","3","Malignant neoplasm: Overlapping lesion of nasopharynx","","","",,,,"Overlapping lesion of nasopharynx"
"C11.9","C119","DEFAULT","3","Malignant neoplasm: Nasopharynx, unspecified","","","",,,,"Nasopharynx, unspecified"
"C12","C12X","DEFAULT","3","Malignant neoplasm of piriform sinus","","","",,,,""
"C13","C13","DEFAULT","3","Malignant neoplasm of hypopharynx","","","",,,,""
"C13.0","C130","DEFAULT","3","Malignant neoplasm: Postcricoid region","","","",,,,"Postcricoid region"
"C13.1","C131","DEFAULT","3","Malignant neoplasm: Aryepiglottic fold, hypopharyngeal aspect","","","",,,,"Aryepiglottic fold, hypopharyngeal aspect"
"C13.2","C132","DEFAULT","3","Malignant neoplasm: Posterior wall of hypopharynx","","","",,,,"Posterior wall of hypopharynx"
"C13.8","C138","DEFAULT","3","Malignant neoplasm: Overlapping lesion of hypopharynx","","","",,,,"Overlapping lesion of hypopharynx"
"C13.9","C139","DEFAULT","3","Malignant neoplasm: Hypopharynx, unspecified","","","",,,,"Hypopharynx, unspecified"
"C14","C14","DEFAULT","3","Malignant neoplasm of other and ill-defined sites in the lip, oral cavity and pharynx","","","",,,,""
"C14.0","C140","DEFAULT","3","Malignant neoplasm: Pharynx, unspecified","","","",,,,"Pharynx, unspecified"
"C14.2","C142","DEFAULT","3","Malignant neoplasm: Waldeyer ring","","","",,,,"Waldeyer ring"
"C14.8","C148","DEFAULT","3","Malignant neoplasm: Overlapping lesion of lip, oral cavity and pharynx","","","",,,,"Overlapping lesion of lip, oral cavity and pharynx"
"C15","C15","DEFAULT","3","Malignant neoplasm of oesophagus","","","",,,,""
"C15.0","C150","DEFAULT","3","Malignant neoplasm: Cervical part of oesophagus","","","",,,,"Cervical part of oesophagus"
"C15.1","C151","DEFAULT","3","Malignant neoplasm: Thoracic part of oesophagus","","","",,,,"Thoracic part of oesophagus"
"C15.2","C152","DEFAULT","3","Malignant neoplasm: Abdominal part of oesophagus","","","",,,,"Abdominal part of oesophagus"
"C15.3","C153","DEFAULT","3","Malignant neoplasm: Upper third of oesophagus","","","",,,,"Upper third of oesophagus"
"C15.4","C154","DEFAULT","3","Malignant neoplasm: Middle third of oesophagus","","","",,,,"Middle third of oesophagus"
"C15.5","C155","DEFAULT","3","Malignant neoplasm: Lower third of oesophagus","","","",,,,"Lower third of oesophagus"
"C15.8","C158","DEFAULT","3","Malignant neoplasm: Overlapping lesion of oesophagus","","","",,,,"Overlapping lesion of oesophagus"
"C15.9","C159","DEFAULT","3","Malignant neoplasm: Oesophagus, unspecified","","","",,,,"Oesophagus, unspecified"
"C16","C16","DEFAULT","3","Malignant neoplasm of stomach","","","",,,,""
"C16.0","C160","DEFAULT","3","Malignant neoplasm: Cardia","","","",,,,"Cardia"
"C16.1","C161","DEFAULT","3","Malignant neoplasm: Fundus of stomach","","","",,,,"Fundus of stomach"
"C16.2","C162","DEFAULT","3","Malignant neoplasm: Body of stomach","","","",,,,"Body of stomach"
"C16.3","C163","DEFAULT","3","Malignant neoplasm: Pyloric antrum","","","",,,,"Pyloric antrum"
"C16.4","C164","DEFAULT","3","Malignant neoplasm: Pylorus","","","",,,,"Pylorus"
"C16.5","C165","DEFAULT","3","Malignant neoplasm: Lesser curvature of stomach, unspecified","","","",,,,"Lesser curvature of stomach, unspecified"
"C16.6","C166","DEFAULT","3","Malignant neoplasm: Greater curvature of stomach, unspecified","","","",,,,"Greater curvature of stomach, unspecified"
"C16.8","C168","DEFAULT","3","Malignant neoplasm: Overlapping lesion of stomach","","","",,,,"Overlapping lesion of stomach"
"C16.9","C169","DEFAULT","3","Malignant neoplasm: Stomach, unspecified","","","",,,,"Stomach, unspecified"
"C17","C17","DEFAULT","3","Malignant neoplasm of small intestine","","","",,,,""
"C17.0","C170","DEFAULT","3","Malignant neoplasm: Duodenum","","","",,,,"Duodenum"
"C17.1","C171","DEFAULT","3","Malignant neoplasm: Jejunum","","","",,,,"Jejunum"
"C17.2","C172","DEFAULT","3","Malignant neoplasm: Ileum","","","",,,,"Ileum"
"C17.3","C173","DEFAULT","3","Malignant neoplasm: Meckel diverticulum","","","",,,,"Meckel diverticulum"
"C17.8","C178","DEFAULT","3","Malignant neoplasm: Overlapping lesion of small intestine","","","",,,,"Overlapping lesion of small intestine"
"C17.9","C179","DEFAULT","3","Malignant neoplasm: Small intestine, unspecified","","","",,,,"Small intestine, unspecified"
"C18","C18","DEFAULT","3","Malignant neoplasm of colon","","","",,,,""
"C18.0","C180","DEFAULT","3","Malignant neoplasm: Caecum","","","",,,,"Caecum"
"C18.1","C181","DEFAULT","3","Malignant neoplasm: Appendix","","","",,,,"Appendix"
"C18.2","C182","DEFAULT","3","Malignant neoplasm: Ascending colon","","","",,,,"Ascending colon"
"C18.3","C183","DEFAULT","3","Malignant neoplasm: Hepatic flexure","","","",,,,"Hepatic flexure"
"C18.4","C184","DEFAULT","3","Malignant neoplasm: Transverse colon","","","",,,,"Transverse colon"
"C18.5","C185","DEFAULT","3","Malignant neoplasm: Splenic flexure","","","",,,,"Splenic flexure"
"C18.6","C186","DEFAULT","3","Malignant neoplasm: Descending colon","","","",,,,"Descending colon"
"C18.7","C187","DEFAULT","3","Malignant neoplasm: Sigmoid colon","","","",,,,"Sigmoid colon"
"C18.8","C188","DEFAULT","3","Malignant neoplasm: Overlapping lesion of colon","","","",,,,"Overlapping lesion of colon"
"C18.9","C189","DEFAULT","3","Malignant neoplasm: Colon, unspecified","","","",,,,"Colon, unspecified"
"C19","C19X","DEFAULT","3","Malignant neoplasm of rectosigmoid junction","","","",,,,""
"C20","C20X","DEFAULT","3","Malignant neoplasm of rectum","","","",,,,""
"C21","C21","DEFAULT","3","Malignant neoplasm of anus and anal canal","","","",,,,""
"C21.0","C210","DEFAULT","3","Malignant neoplasm: Anus, unspecified","","","",,,,"Anus, unspecified"
"C21.1","C211","DEFAULT","3","Malignant neoplasm: Anal canal","","","",,,,"Anal canal"
"C21.2","C212","DEFAULT","3","Malignant neoplasm: Cloacogenic zone","","","",,,,"Cloacogenic zone"
"C21.8","C218","DEFAULT","3","Malignant neoplasm: Overlapping lesion of rectum, anus and anal canal","","","",,,,"Overlapping lesion of rectum, anus and anal canal"
"C22","C22","DEFAULT","3","Malignant neoplasm of liver and intrahepatic bile ducts","","","",,,,""
"C22.0","C220","DEFAULT","3","Malignant neoplasm: Liver cell carcinoma","","","",,,,"Liver cell carcinoma"
"C22.1","C221","DEFAULT","3","Malignant neoplasm: Intrahepatic bile duct carcinoma","","","",,,,"Intrahepatic bile duct carcinoma"
"C22.2","C222","DEFAULT","3","Malignant neoplasm: Hepatoblastoma","","","",,,,"Hepatoblastoma"
"C22.3","C223","DEFAULT","3","Malignant neoplasm: Angiosarcoma of liver","","","",,,,"Angiosarcoma of liver"
"C22.4","C224","DEFAULT","3","Malignant neoplasm: Other sarcomas of liver","","","",,,,"Other sarcomas of liver"
"C22.7","C227","DEFAULT","3","Malignant neoplasm: Other specified carcinomas of liver","","","",,,,"Other specified carcinomas of liver"
"C22.9","C229","DEFAULT","3","Malignant neoplasm: Liver, unspecified","","","",,,,"Liver, unspecified"
"C23","C23X","DEFAULT","3","Malignant neoplasm of gallbladder","","","",,,,""
"C24","C24","DEFAULT","3","Malignant neoplasm of other and unspecified parts of biliary tract","","","",,,,""
"C24.0","C240","DEFAULT","3","Malignant neoplasm: Extrahepatic bile duct","","","",,,,"Extrahepatic bile duct"
"C24.1","C241","DEFAULT","3","Malignant neoplasm: Ampulla of Vater","","","",,,,"Ampulla of Vater"
"C24.8","C248","DEFAULT","3","Malignant neoplasm: Overlapping lesion of biliary tract","","","",,,,"Overlapping lesion of biliary tract"
"C24.9","C249","DEFAULT","3","Malignant neoplasm: Biliary tract, unspecified","","","",,,,"Biliary tract, unspecified"
"C25","C25","DEFAULT","3","Malignant neoplasm of pancreas","","","",,,,""
"C25.0","C250","DEFAULT","3","Malignant neoplasm: Head of pancreas","","","",,,,"Head of pancreas"
"C25.1","C251","DEFAULT","3","Malignant neoplasm: Body of pancreas","","","",,,,"Body of pancreas"
"C25.2","C252","DEFAULT","3","Malignant neoplasm: Tail of pancreas","","","",,,,"Tail of pancreas"
"C25.3","C253","DEFAULT","3","Malignant neoplasm: Pancreatic duct","","","",,,,"Pancreatic duct"
"C25.4","C254","DEFAULT","3","Malignant neoplasm: Endocrine pancreas","","","",,,,"Endocrine pancreas"
"C25.7","C257","DEFAULT","3","Malignant neoplasm: Other parts of pancreas","","","",,,,"Other parts of pancreas"
"C25.8","C258","DEFAULT","3","Malignant neoplasm: Overlapping lesion of pancreas","","","",,,,"Overlapping lesion of pancreas"
"C25.9","C259","DEFAULT","3","Malignant neoplasm: Pancreas, unspecified","","","",,,,"Pancreas, unspecified"
"C26","C26","DEFAULT","3","Malignant neoplasm of other and ill-defined digestive organs","","","",,,,""
"C26.0","C260","DEFAULT","3","Malignant neoplasm: Intestinal tract, part unspecified","","","",,,,"Intestinal tract, part unspecified"
"C26.1","C261","DEFAULT","3","Malignant neoplasm: Spleen","","","",,,,"Spleen"
"C26.8","C268","DEFAULT","3","Malignant neoplasm: Overlapping lesion of digestive system","","","",,,,"Overlapping lesion of digestive system"
"C26.9","C269","DEFAULT","3","Malignant neoplasm: Ill-defined sites within the digestive system","","","",,,,"Ill-defined sites within the digestive system"
"C30","C30","DEFAULT","3","Malignant neoplasm of nasal cavity and middle ear","","","",,,,""
"C30.0","C300","DEFAULT","3","Malignant neoplasm: Nasal cavity","","","",,,,"Nasal cavity"
"C30.1","C301","DEFAULT","3","Malignant neoplasm: Middle ear","","","",,,,"Middle ear"
"C31","C31","DEFAULT","3","Malignant neoplasm of accessory sinuses","","","",,,,""
"C31.0","C310","DEFAULT","3","Malignant neoplasm: Maxillary sinus","","","",,,,"Maxillary sinus"
"C31.1","C311","DEFAULT","3","Malignant neoplasm: Ethmoidal sinus","","","",,,,"Ethmoidal sinus"
"C31.2","C312","DEFAULT","3","Malignant neoplasm: Frontal sinus","","","",,,,"Frontal sinus"
"C31.3","C313","DEFAULT","3","Malignant neoplasm: Sphenoidal sinus","","","",,,,"Sphenoidal sinus"
"C31.8","C318","DEFAULT","3","Malignant neoplasm: Overlapping lesion of accessory sinuses","","","",,,,"Overlapping lesion of accessory sinuses"
"C31.9","C319","DEFAULT","3","Malignant neoplasm: Accessory sinus, unspecified","","","",,,,"Accessory sinus, unspecified"
"C32","C32","DEFAULT","3","Malignant neoplasm of larynx","","","",,,,""
"C32.0","C320","DEFAULT","3","Malignant neoplasm: Glottis","","","",,,,"Glottis"
"C32.1","C321","DEFAULT","3","Malignant neoplasm: Supraglottis","","","",,,,"Supraglottis"
"C32.2","C322","DEFAULT","3","Malignant neoplasm: Subglottis","","","",,,,"Subglottis"
"C32.3","C323","DEFAULT","3","Malignant neoplasm: Laryngeal cartilage","","","",,,,"Laryngeal cartilage"
"C32.8","C328","DEFAULT","3","Malignant neoplasm: Overlapping lesion of larynx","","","",,,,"Overlapping lesion of larynx"
"C32.9","C329","DEFAULT","3","Malignant neoplasm: Larynx, unspecified","","","",,,,"Larynx, unspecified"
"C33","C33X","DEFAULT","3","Malignant neoplasm of trachea","","","",,,,""
"C34","C34","DEFAULT","3","Malignant neoplasm of bronchus and lung","","","",,,,""
"C34.0","C340","DEFAULT","3","Malignant neoplasm: Main bronchus","","","",,,,"Main bronchus"
"C34.1","C341","DEFAULT","3","Malignant neoplasm: Upper lobe, bronchus or lung","","","",,,,"Upper lobe, bronchus or lung"
"C34.2","C342","DEFAULT","3","Malignant neoplasm: Middle lobe, bronchus or lung","","","",,,,"Middle lobe, bronchus or lung"
"C34.3","C343","DEFAULT","3","Malignant neoplasm: Lower lobe, bronchus or lung","","","",,,,"Lower lobe, bronchus or lung"
"C34.8","C348","DEFAULT","3","Malignant neoplasm: Overlapping lesion of bronchus and lung","","","",,,,"Overlapping lesion of bronchus and lung"
"C34.9","C349","DEFAULT","3","Malignant neoplasm: Bronchus or lung, unspecified","","","",,,,"Bronchus or lung, unspecified"
"C37","C37X","DEFAULT","3","Malignant neoplasm of thymus","","","",,,,""
"C38","C38","DEFAULT","3","Malignant neoplasm of heart, mediastinum and pleura","","","",,,,""
"C38.0","C380","DEFAULT","3","Malignant neoplasm: Heart","","","",,,,"Heart"
"C38.1","C381","DEFAULT","3","Malignant neoplasm: Anterior mediastinum","","","",,,,"Anterior mediastinum"
"C38.2","C382","DEFAULT","3","Malignant neoplasm: Posterior mediastinum","","","",,,,"Posterior mediastinum"
"C38.3","C383","DEFAULT","3","Malignant neoplasm: Mediastinum, part unspecified","","","",,,,"Mediastinum, part unspecified"
"C38.4","C384","DEFAULT","3","Malignant neoplasm: Pleura","","","",,,,"Pleura"
"C38.8","C388","DEFAULT","3","Malignant neoplasm: Overlapping lesion of heart, mediastinum and pleura","","","",,,,"Overlapping lesion of heart, mediastinum and pleura"
"C39","C39","DEFAULT","3","Malignant neoplasm of other and ill-defined sites in the respiratory system and intrathoracic organs","","","",,,,""
"C39.0","C390","DEFAULT","3","Malignant neoplasm: Upper respiratory tract, part unspecified","","","",,,,"Upper respiratory tract, part unspecified"
"C39.8","C398","DEFAULT","3","Malignant neoplasm: Overlapping lesion of respiratory and intrathoracic organs","","","",,,,"Overlapping lesion of respiratory and intrathoracic organs"
"C39.9","C399","DEFAULT","3","Malignant neoplasm: Ill-defined sites within the respiratory system","","","",,,,"Ill-defined sites within the respiratory system"
"C40","C40","DEFAULT","3","Malignant neoplasm of bone and articular cartilage of limbs","","","",,,,""
"C40.0","C400","DEFAULT","3","Malignant neoplasm: Scapula and long bones of upper limb","","","",,,,"Scapula and long bones of upper limb"
"C40.1","C401","DEFAULT","3","Malignant neoplasm: Short bones of upper limb","","","",,,,"Short bones of upper limb"
"C40.2","C402","DEFAULT","3","Malignant neoplasm: Long bones of lower limb","","","",,,,"Long bones of lower limb"
"C40.3","C403","DEFAULT","3","Malignant neoplasm: Short bones of lower limb","","","",,,,"Short bones of lower limb"
"C40.8","C408","DEFAULT","3","Malignant neoplasm: Overlapping lesion of bone and articular cartilage of limbs","","","",,,,"Overlapping lesion of bone and articular cartilage of limbs"
"C40.9","C409","DEFAULT","3","Malignant neoplasm: Bone and articular cartilage of limb, unspecified","","","",,,,"Bone and articular cartilage of limb, unspecified"
"C41","C41","DEFAULT","3","Malignant neoplasm of bone and articular cartilage of other and unspecified sites","","","",,,,""
"C41.0","C410","DEFAULT","3","Malignant neoplasm: Bones of skull and face","","","",,,,"Bones of skull and face"
"C41.1","C411","DEFAULT","3","Malignant neoplasm: Mandible","","","",,,,"Mandible"
"C41.2","C412","DEFAULT","3","Malignant neoplasm: Vertebral column","","","",,,,"Vertebral column"
"C41.3","C413","DEFAULT","3","Malignant neoplasm: Ribs, sternum and clavicle","","","",,,,"Ribs, sternum and clavicle"
"C41.4","C414","DEFAULT","3","Malignant neoplasm: Pelvic bones, sacrum and coccyx","","","",,,,"Pelvic bones, sacrum and coccyx"
"C41.8","C418","DEFAULT","3","Malignant neoplasm: Overlapping lesion of bone and articular cartilage","","","",,,,"Overlapping lesion of bone and articular cartilage"
"C41.9","C419","DEFAULT","3","Malignant neoplasm: Bone and articular cartilage, unspecified","","","",,,,"Bone and articular cartilage, unspecified"
"C43","C43","DEFAULT","3","Malignant melanoma of skin","","","",,,,""
"C43.0","C430","DEFAULT","3","Malignant neoplasm: Malignant melanoma of lip","","","",,,,"Malignant melanoma of lip"
"C43.1","C431","DEFAULT","3","Malignant neoplasm: Malignant melanoma of eyelid, including canthus","","","",,,,"Malignant melanoma of eyelid, including canthus"
"C43.2","C432","DEFAULT","3","Malignant neoplasm: Malignant melanoma of ear and external auricular canal","","","",,,,"Malignant melanoma of ear and external auricular canal"
"C43.3","C433","DEFAULT","3","Malignant neoplasm: Malignant melanoma of other and unspecified parts of face","","","",,,,"Malignant melanoma of other and unspecified parts of face"
"C43.4","C434","DEFAULT","3","Malignant neoplasm: Malignant melanoma of scalp and neck","","","",,,,"Malignant melanoma of scalp and neck"
"C43.5","C435","DEFAULT","3","Malignant neoplasm: Malignant melanoma of trunk","","","",,,,"Malignant melanoma of trunk"
"C43.6","C436","DEFAULT","3","Malignant neoplasm: Malignant melanoma of upper limb, including shoulder","","","",,,,"Malignant melanoma of upper limb, including shoulder"
"C43.7","C437","DEFAULT","3","Malignant neoplasm: Malignant melanoma of lower limb, including hip","","","",,,,"Malignant melanoma of lower limb, including hip"
"C43.8","C438","DEFAULT","3","Malignant neoplasm: Overlapping malignant melanoma of skin","","","",,,,"Overlapping malignant melanoma of skin"
"C43.9","C439","DEFAULT","3","Malignant neoplasm: Malignant melanoma of skin, unspecified","","","",,,,"Malignant melanoma of skin, unspecified"
"C44","C44","DEFAULT","3","Other malignant neoplasms of skin","","","",,,,""
"C44.0","C440","DEFAULT","3","Malignant neoplasm: Skin of lip","","","",,,,"Skin of lip"
"C44.1","C441","DEFAULT","3","Malignant neoplasm: Skin of eyelid, including canthus","","","",,,,"Skin of eyelid, including canthus"
"C44.2","C442","DEFAULT","3","Malignant neoplasm: Skin of ear and external auricular canal","","","",,,,"Skin of ear and external auricular canal"
"C44.3","C443","DEFAULT","3","Malignant neoplasm: Skin of other and unspecified parts of face","","","",,,,"Skin of other and unspecified parts of face"
"C44.4","C444","DEFAULT","3","Malignant neoplasm: Skin of scalp and neck","","","",,,,"Skin of scalp and neck"
"C44.5","C445","DEFAULT","3","Malignant neoplasm: Skin of trunk","","","",,,,"Skin of trunk"
"C44.6","C446","DEFAULT","3","Malignant neoplasm: Skin of upper limb, including shoulder","","","",,,,"Skin of upper limb, including shoulder"
"C44.7","C447","DEFAULT","3","Malignant neoplasm: Skin of lower limb, including hip","","","",,,,"Skin of lower limb, including hip"
"C44.8","C448","DEFAULT","3","Malignant neoplasm: Overlapping lesion of skin","","","",,,,"Overlapping lesion of skin"
"C44.9","C449","DEFAULT","3","Malignant neoplasm: Malignant neoplasm of skin, unspecified","","","",,,,"Malignant neoplasm of skin, unspecified"
"C45","C45","DEFAULT","3","Mesothelioma","","","",,,,""
"C45.0","C450","DEFAULT","3","Mesothelioma of pleura","","","",,,,""
"C45.1","C451","DEFAULT","3","Mesothelioma of peritoneum","","","",,,,""
"C45.2","C452","DEFAULT","3","Mesothelioma of pericardium","","","",,,,""
"C45.7","C457","DEFAULT","3","Mesothelioma of other sites","","","",,,,""
"C45.9","C459","DEFAULT","3","Mesothelioma, unspecified","","","",,,,""
"C46","C46","DEFAULT","3","Kaposi sarcoma","","","",,,,""
"C46.0","C460","DEFAULT","3","Kaposi sarcoma of skin","","","",,,,""
"C46.1","C461","DEFAULT","3","Kaposi sarcoma of soft tissue","","","",,,,""
"C46.2","C462","DEFAULT","3","Kaposi sarcoma of palate","","","",,,,""
"C46.3","C463","DEFAULT","3","Kaposi sarcoma of lymph nodes","","","",,,,""
"C46.7","C467","DEFAULT","3","Kaposi sarcoma of other sites","","","",,,,""
"C46.8","C468","DEFAULT","3","Kaposi sarcoma of multiple organs","","","",,,,""
"C46.9","C469","DEFAULT","3","Kaposi sarcoma, unspecified","","","",,,,""
"C47","C47","DEFAULT","3","Malignant neoplasm of peripheral nerves and autonomic nervous system","","","",,,,""
"C47.0","C470","DEFAULT","3","Malignant neoplasm: Peripheral nerves of head, face and neck","","","",,,,"Peripheral nerves of head, face and neck"
"C47.1","C471","DEFAULT","3","Malignant neoplasm: Peripheral nerves of upper limb, including shoulder","","","",,,,"Peripheral nerves of upper limb, including shoulder"
"C47.2","C472","DEFAULT","3","Malignant neoplasm: Peripheral nerves of lower limb, including hip","","","",,,,"Peripheral nerves of lower limb, including hip"
"C47.3","C473","DEFAULT","3","Malignant neoplasm: Peripheral nerves of thorax","","","",,,,"Peripheral nerves of thorax"
"C47.4","C474","DEFAULT","3","Malignant neoplasm: Peripheral nerves of abdomen","","","",,,,"Peripheral nerves of abdomen"
"C47.5","C475","DEFAULT","3","Malignant neoplasm: Peripheral nerves of pelvis","","","",,,,"Peripheral nerves of pelvis"
"C47.6","C476","DEFAULT","3","Malignant neoplasm: Peripheral nerves of trunk, unspecified","","","",,,,"Peripheral nerves of trunk, unspecified"
"C47.8","C478","DEFAULT","3","Malignant neoplasm: Overlapping lesion of peripheral nerves and autonomic nervous system","","","",,,,"Overlapping lesion of peripheral nerves and autonomic nervous system"
