"code","ALT_CODE","USAGE","USAGE_UK","DESCRIPTION","MODIFIER_4","MODIFIER_5","QUALIFIERS","GENDER_MASK","MIN_AGE","MAX_AGE","TREE_DESCRIPTION"
"M80.89","M8089","DEFAULT","3","Other osteoporosis with pathological fracture","","Site unspecified","",,"25",,""
"M80.9","M809","DEFAULT","3","Unspecified osteoporosis with pathological fracture","","","",,"25",,""
"M80.90","M8090","DEFAULT","3","Unspecified osteoporosis with pathological fracture","","Multiple sites","",,"25",,""
"M80.91","M8091","DEFAULT","3","Unspecified osteoporosis with pathological fracture","","Shoulder region","",,"25",,""
"M80.92","M8092","DEFAULT","3","Unspecified osteoporosis with pathological fracture","","Upper arm","",,"25",,""
"M80.93","M8093","DEFAULT","3","Unspecified osteoporosis with pathological fracture","","Forearm","",,"25",,""
"M80.94","M8094","DEFAULT","3","Unspecified osteoporosis with pathological fracture","","Hand","",,"25",,""
"M80.95","M8095","DEFAULT","3","Unspecified osteoporosis with pathological fracture","","Pelvic region and thigh","",,"25",,""
"M80.96","M8096","DEFAULT","3","Unspecified osteoporosis with pathological fracture","","Lower leg","",,"25",,""
"M80.97","M8097","DEFAULT","3","Unspecified osteoporosis with pathological fracture","","Ankle and foot","",,"25",,""
"M80.98","M8098","DEFAULT","3","Unspecified osteoporosis with pathological fracture","","Other","",,"25",,""
"M80.99","M8099","DEFAULT","3","Unspecified osteoporosis with pathological fracture","","Site unspecified","",,"25",,""
"M81","M81","DEFAULT","3","Osteoporosis without pathological fracture","","","",,,,""
"M81.0","M810","DEFAULT","3","Postmenopausal osteoporosis","","","","1","45",,""
"M81.00","M8100","DEFAULT","3","Postmenopausal osteoporosis","","Multiple sites","","1","45",,""
"M81.01","M8101","DEFAULT","3","Postmenopausal osteoporosis","","Shoulder region","","1","45",,""
"M81.02","M8102","DEFAULT","3","Postmenopausal osteoporosis","","Upper arm","","1","45",,""
"M81.03","M8103","DEFAULT","3","Postmenopausal osteoporosis","","Forearm","","1","45",,""
"M81.04","M8104","DEFAULT","3","Postmenopausal osteoporosis","","Hand","","1","45",,""
"M81.05","M8105","DEFAULT","3","Postmenopausal osteoporosis","","Pelvic region and thigh","","1","45",,""
"M81.06","M8106","DEFAULT","3","Postmenopausal osteoporosis","","Lower leg","","1","45",,""
"M81.07","M8107","DEFAULT","3","Postmenopausal osteoporosis","","Ankle and foot","","1","45",,""
"M81.08","M8108","DEFAULT","3","Postmenopausal osteoporosis","","Other","","1","45",,""
"M81.09","M8109","DEFAULT","3","Postmenopausal osteoporosis","","Site unspecified","","1","45",,""
"M81.1","M811","DEFAULT","3","Postoophorectomy osteoporosis","","","","1","25",,""
"M81.10","M8110","DEFAULT","3","Postoophorectomy osteoporosis","","Multiple sites","","1","25",,""
"M81.11","M8111","DEFAULT","3","Postoophorectomy osteoporosis","","Shoulder region","","1","25",,""
"M81.12","M8112","DEFAULT","3","Postoophorectomy osteoporosis","","Upper arm","","1","25",,""
"M81.13","M8113","DEFAULT","3","Postoophorectomy osteoporosis","","Forearm","","1","25",,""
"M81.14","M8114","DEFAULT","3","Postoophorectomy osteoporosis","","Hand","","1","25",,""
"M81.15","M8115","DEFAULT","3","Postoophorectomy osteoporosis","","Pelvic region and thigh","","1","25",,""
"M81.16","M8116","DEFAULT","3","Postoophorectomy osteoporosis","","Lower leg","","1","25",,""
"M81.17","M8117","DEFAULT","3","Postoophorectomy osteoporosis","","Ankle and foot","","1","25",,""
"M81.18","M8118","DEFAULT","3","Postoophorectomy osteoporosis","","Other","","1","25",,""
"M81.19","M8119","DEFAULT","3","Postoophorectomy osteoporosis","","Site unspecified","","1","25",,""
"M81.2","M812","DEFAULT","3","Osteoporosis of disuse","","","",,"25",,""
"M81.20","M8120","DEFAULT","3","Osteoporosis of disuse","","Multiple sites","",,"25",,""
"M81.21","M8121","DEFAULT","3","Osteoporosis of disuse","","Shoulder region","",,"25",,""
"M81.22","M8122","DEFAULT","3","Osteoporosis of disuse","","Upper arm","",,"25",,""
"M81.23","M8123","DEFAULT","3","Osteoporosis of disuse","","Forearm","",,"25",,""
"M81.24","M8124","DEFAULT","3","Osteoporosis of disuse","","Hand","",,"25",,""
"M81.25","M8125","DEFAULT","3","Osteoporosis of disuse","","Pelvic region and thigh","",,"25",,""
"M81.26","M8126","DEFAULT","3","Osteoporosis of disuse","","Lower leg","",,"25",,""
"M81.27","M8127","DEFAULT","3","Osteoporosis of disuse","","Ankle and foot","",,"25",,""
"M81.28","M8128","DEFAULT","3","Osteoporosis of disuse","","Other","",,"25",,""
"M81.29","M8129","DEFAULT","3","Osteoporosis of disuse","","Site unspecified","",,"25",,""
"M81.3","M813","DEFAULT","3","Postsurgical malabsorption osteoporosis","","","",,"25",,""
"M81.30","M8130","DEFAULT","3","Postsurgical malabsorption osteoporosis","","Multiple sites","",,"25",,""
"M81.31","M8131","DEFAULT","3","Postsurgical malabsorption osteoporosis","","Shoulder region","",,"25",,""
"M81.32","M8132","DEFAULT","3","Postsurgical malabsorption osteoporosis","","Upper arm","",,"25",,""
"M81.33","M8133","DEFAULT","3","Postsurgical malabsorption osteoporosis","","Forearm","",,"25",,""
"M81.34","M8134","DEFAULT","3","Postsurgical malabsorption osteoporosis","","Hand","",,"25",,""
"M81.35","M8135","DEFAULT","3","Postsurgical malabsorption osteoporosis","","Pelvic region and thigh","",,"25",,""
"M81.36","M8136","DEFAULT","3","Postsurgical malabsorption osteoporosis","","Lower leg","",,"25",,""
"M81.37","M8137","DEFAULT","3","Postsurgical malabsorption osteoporosis","","Ankle and foot","",,"25",,""
"M81.38","M8138","DEFAULT","3","Postsurgical malabsorption osteoporosis","","Other","",,"25",,""
"M81.39","M8139","DEFAULT","3","Postsurgical malabsorption osteoporosis","","Site unspecified","",,"25",,""
"M81.4","M814","DEFAULT","3","Drug-induced osteoporosis","","","",,"25",,""
"M81.40","M8140","DEFAULT","3","Drug-induced osteoporosis","","Multiple sites","",,"25",,""
"M81.41","M8141","DEFAULT","3","Drug-induced osteoporosis","","Shoulder region","",,"25",,""
"M81.42","M8142","DEFAULT","3","Drug-induced osteoporosis","","Upper arm","",,"25",,""
"M81.43","M8143","DEFAULT","3","Drug-induced osteoporosis","","Forearm","",,"25",,""
"M81.44","M8144","DEFAULT","3","Drug-induced osteoporosis","","Hand","",,"25",,""
"M81.45","M8145","DEFAULT","3","Drug-induced osteoporosis","","Pelvic region and thigh","",,"25",,""
"M81.46","M8146","DEFAULT","3","Drug-induced osteoporosis","","Lower leg","",,"25",,""
"M81.47","M8147","DEFAULT","3","Drug-induced osteoporosis","","Ankle and foot","",,"25",,""
"M81.48","M8148","DEFAULT","3","Drug-induced osteoporosis","","Other","",,"25",,""
"M81.49","M8149","DEFAULT","3","Drug-induced osteoporosis","","Site unspecified","",,"25",,""
"M81.5","M815","DEFAULT","3","Idiopathic osteoporosis","","","",,"25",,""
"M81.50","M8150","DEFAULT","3","Idiopathic osteoporosis","","Multiple sites","",,"25",,""
"M81.51","M8151","DEFAULT","3","Idiopathic osteoporosis","","Shoulder region","",,"25",,""
"M81.52","M8152","DEFAULT","3","Idiopathic osteoporosis","","Upper arm","",,"25",,""
"M81.53","M8153","DEFAULT","3","Idiopathic osteoporosis","","Forearm","",,"25",,""
"M81.54","M8154","DEFAULT","3","Idiopathic osteoporosis","","Hand","",,"25",,""
"M81.55","M8155","DEFAULT","3","Idiopathic osteoporosis","","Pelvic region and thigh","",,"25",,""
"M81.56","M8156","DEFAULT","3","Idiopathic osteoporosis","","Lower leg","",,"25",,""
"M81.57","M8157","DEFAULT","3","Idiopathic osteoporosis","","Ankle and foot","",,"25",,""
"M81.58","M8158","DEFAULT","3","Idiopathic osteoporosis","","Other","",,"25",,""
"M81.59","M8159","DEFAULT","3","Idiopathic osteoporosis","","Site unspecified","",,"25",,""
"M81.6","M816","DEFAULT","3","Localized osteoporosis [Lequesne]","","","",,"25",,""
"M81.60","M8160","DEFAULT","3","Localized osteoporosis [Lequesne]","","Multiple sites","",,"25",,""
"M81.61","M8161","DEFAULT","3","Localized osteoporosis [Lequesne]","","Shoulder region","",,"25",,""
"M81.62","M8162","DEFAULT","3","Localized osteoporosis [Lequesne]","","Upper arm","",,"25",,""
"M81.63","M8163","DEFAULT","3","Localized osteoporosis [Lequesne]","","Forearm","",,"25",,""
"M81.64","M8164","DEFAULT","3","Localized osteoporosis [Lequesne]","","Hand","",,"25",,""
"M81.65","M8165","DEFAULT","3","Localized osteoporosis [Lequesne]","","Pelvic region and thigh","",,"25",,""
"M81.66","M8166","DEFAULT","3","Localized osteoporosis [Lequesne]","","Lower leg","",,"25",,""
"M81.67","M8167","DEFAULT","3","Localized osteoporosis [Lequesne]","","Ankle and foot","",,"25",,""
"M81.68","M8168","DEFAULT","3","Localized osteoporosis [Lequesne]","","Other","",,"25",,""
"M81.69","M8169","DEFAULT","3","Localized osteoporosis [Lequesne]","","Site unspecified","",,"25",,""
"M81.8","M818","DEFAULT","3","Other osteoporosis","","","",,"25",,""
"M81.80","M8180","DEFAULT","3","Other osteoporosis","","Multiple sites","",,"25",,""
"M81.81","M8181","DEFAULT","3","Other osteoporosis","","Shoulder region","",,"25",,""
"M81.82","M8182","DEFAULT","3","Other osteoporosis","","Upper arm","",,"25",,""
"M81.83","M8183","DEFAULT","3","Other osteoporosis","","Forearm","",,"25",,""
"M81.84","M8184","DEFAULT","3","Other osteoporosis","","Hand","",,"25",,""
"M81.85","M8185","DEFAULT","3","Other osteoporosis","","Pelvic region and thigh","",,"25",,""
"M81.86","M8186","DEFAULT","3","Other osteoporosis","","Lower leg","",,"25",,""
"M81.87","M8187","DEFAULT","3","Other osteoporosis","","Ankle and foot","",,"25",,""
"M81.88","M8188","DEFAULT","3","Other osteoporosis","","Other","",,"25",,""
"M81.89","M8189","DEFAULT","3","Other osteoporosis","","Site unspecified","",,"25",,""
"M81.9","M819","DEFAULT","3","Osteoporosis, unspecified","","","",,"25",,""
"M81.90","M8190","DEFAULT","3","Osteoporosis, unspecified","","Multiple sites","",,"25",,""
"M81.91","M8191","DEFAULT","3","Osteoporosis, unspecified","","Shoulder region","",,"25",,""
"M81.92","M8192","DEFAULT","3","Osteoporosis, unspecified","","Upper arm","",,"25",,""
"M81.93","M8193","DEFAULT","3","Osteoporosis, unspecified","","Forearm","",,"25",,""
"M81.94","M8194","DEFAULT","3","Osteoporosis, unspecified","","Hand","",,"25",,""
"M81.95","M8195","DEFAULT","3","Osteoporosis, unspecified","","Pelvic region and thigh","",,"25",,""
"M81.96","M8196","DEFAULT","3","Osteoporosis, unspecified","","Lower leg","",,"25",,""
"M81.97","M8197","DEFAULT","3","Osteoporosis, unspecified","","Ankle and foot","",,"25",,""
"M81.98","M8198","DEFAULT","3","Osteoporosis, unspecified","","Other","",,"25",,""
"M81.99","M8199","DEFAULT","3","Osteoporosis, unspecified","","Site unspecified","",,"25",,""
"M82","M82","ASTERISK","2","Osteoporosis in diseases classified elsewhere","","","",,,,""
"M82.0","M820","ASTERISK","2","Osteoporosis in multiple myelomatosis","","","",,,,""
"M82.00","M8200","ASTERISK","2","Osteoporosis in multiple myelomatosis","","Multiple sites","",,,,""
"M82.01","M8201","ASTERISK","2","Osteoporosis in multiple myelomatosis","","Shoulder region","",,,,""
"M82.02","M8202","ASTERISK","2","Osteoporosis in multiple myelomatosis","","Upper arm","",,,,""
"M82.03","M8203","ASTERISK","2","Osteoporosis in multiple myelomatosis","","Forearm","",,,,""
"M82.04","M8204","ASTERISK","2","Osteoporosis in multiple myelomatosis","","Hand","",,,,""
"M82.05","M8205","ASTERISK","2","Osteoporosis in multiple myelomatosis","","Pelvic region and thigh","",,,,""
"M82.06","M8206","ASTERISK","2","Osteoporosis in multiple myelomatosis","","Lower leg","",,,,""
"M82.07","M8207","ASTERISK","2","Osteoporosis in multiple myelomatosis","","Ankle and foot","",,,,""
"M82.08","M8208","ASTERISK","2","Osteoporosis in multiple myelomatosis","","Other","",,,,""
"M82.09","M8209","ASTERISK","2","Osteoporosis in multiple myelomatosis","","Site unspecified","",,,,""
"M82.1","M821","ASTERISK","2","Osteoporosis in endocrine disorders","","","",,,,""
"M82.10","M8210","ASTERISK","2","Osteoporosis in endocrine disorders","","Multiple sites","",,,,""
"M82.11","M8211","ASTERISK","2","Osteoporosis in endocrine disorders","","Shoulder region","",,,,""
"M82.12","M8212","ASTERISK","2","Osteoporosis in endocrine disorders","","Upper arm","",,,,""
"M82.13","M8213","ASTERISK","2","Osteoporosis in endocrine disorders","","Forearm","",,,,""
"M82.14","M8214","ASTERISK","2","Osteoporosis in endocrine disorders","","Hand","",,,,""
"M82.15","M8215","ASTERISK","2","Osteoporosis in endocrine disorders","","Pelvic region and thigh","",,,,""
"M82.16","M8216","ASTERISK","2","Osteoporosis in endocrine disorders","","Lower leg","",,,,""
"M82.17","M8217","ASTERISK","2","Osteoporosis in endocrine disorders","","Ankle and foot","",,,,""
"M82.18","M8218","ASTERISK","2","Osteoporosis in endocrine disorders","","Other","",,,,""
"M82.19","M8219","ASTERISK","2","Osteoporosis in endocrine disorders","","Site unspecified","",,,,""
"M82.8","M828","ASTERISK","2","Osteoporosis in other diseases classified elsewhere","","","",,,,""
"M82.80","M8280","ASTERISK","2","Osteoporosis in other diseases classified elsewhere","","Multiple sites","",,,,""
"M82.81","M8281","ASTERISK","2","Osteoporosis in other diseases classified elsewhere","","Shoulder region","",,,,""
"M82.82","M8282","ASTERISK","2","Osteoporosis in other diseases classified elsewhere","","Upper arm","",,,,""
"M82.83","M8283","ASTERISK","2","Osteoporosis in other diseases classified elsewhere","","Forearm","",,,,""
"M82.84","M8284","ASTERISK","2","Osteoporosis in other diseases classified elsewhere","","Hand","",,,,""
"M82.85","M8285","ASTERISK","2","Osteoporosis in other diseases classified elsewhere","","Pelvic region and thigh","",,,,""
"M82.86","M8286","ASTERISK","2","Osteoporosis in other diseases classified elsewhere","","Lower leg","",,,,""
"M82.87","M8287","ASTERISK","2","Osteoporosis in other diseases classified elsewhere","","Ankle and foot","",,,,""
"M82.88","M8288","ASTERISK","2","Osteoporosis in other diseases classified elsewhere","","Other","",,,,""
"M82.89","M8289","ASTERISK","2","Osteoporosis in other diseases classified elsewhere","","Site unspecified","",,,,""
