code,description,coding_system,concept_id,concept_version_id,concept_name,phenotype_id,phenotype_version_id,phenotype_name,code_attributes
I250,"Atherosclerotic cardiovascular disease, so described",ICD10 codes,C3194,8547,File - Coronary Heart Disease - Secondary Care,PH1027,2263,Coronary Heart Disease (CHD),{'CALIBER.Category': 'Diagnosed'}
I251,Atherosclerotic heart disease,ICD10 codes,C3194,8547,File - Coronary Heart Disease - Secondary Care,PH1027,2263,Coronary Heart Disease (CHD),{'CALIBER.Category': 'Diagnosed'}
I253,Aneurysm of heart,ICD10 codes,C3194,8547,File - Coronary Heart Disease - Secondary Care,PH1027,2263,Coronary Heart Disease (CHD),{'CALIBER.Category': 'Diagnosed'}
I254,Coronary artery aneurysm,ICD10 codes,C3194,8547,File - Coronary Heart Disease - Secondary Care,PH1027,2263,Coronary Heart Disease (CHD),{'CALIBER.Category': 'Diagnosed'}
I255,Ischaemic cardiomyopathy,ICD10 codes,C3194,8547,File - Coronary Heart Disease - Secondary Care,PH1027,2263,Coronary Heart Disease (CHD),{'CALIBER.Category': 'Diagnosed'}
I256,Silent myocardial ischaemia,ICD10 codes,C3194,8547,File - Coronary Heart Disease - Secondary Care,PH1027,2263,Coronary Heart Disease (CHD),{'CALIBER.Category': 'Diagnosed'}
I258,Other forms of chronic ischaemic heart disease,ICD10 codes,C3194,8547,File - Coronary Heart Disease - Secondary Care,PH1027,2263,Coronary Heart Disease (CHD),{'CALIBER.Category': 'Diagnosed'}
I259,"Chronic ischaemic heart disease, unspecified",ICD10 codes,C3194,8547,File - Coronary Heart Disease - Secondary Care,PH1027,2263,Coronary Heart Disease (CHD),{'CALIBER.Category': 'Diagnosed'}
I20,Angina pectoris,ICD10 codes,C3195,8549,File - Coronary Heart Disease - Death,PH1027,2263,Coronary Heart Disease (CHD),{'CALIBER.Category': 'coronary_heart_disease'}
I21,Acute myocardial infarction,ICD10 codes,C3195,8549,File - Coronary Heart Disease - Death,PH1027,2263,Coronary Heart Disease (CHD),{'CALIBER.Category': 'coronary_heart_disease'}
I22,Subsequent myocardial infarction,ICD10 codes,C3195,8549,File - Coronary Heart Disease - Death,PH1027,2263,Coronary Heart Disease (CHD),{'CALIBER.Category': 'coronary_heart_disease'}
I23,Certain current complications following acute myocardial infarction,ICD10 codes,C3195,8549,File - Coronary Heart Disease - Death,PH1027,2263,Coronary Heart Disease (CHD),{'CALIBER.Category': 'coronary_heart_disease'}
I24,Other acute ischaemic heart diseases,ICD10 codes,C3195,8549,File - Coronary Heart Disease - Death,PH1027,2263,Coronary Heart Disease (CHD),{'CALIBER.Category': 'coronary_heart_disease'}
I25,Chronic ischaemic heart disease,ICD10 codes,C3195,8549,File - Coronary Heart Disease - Death,PH1027,2263,Coronary Heart Disease (CHD),{'CALIBER.Category': 'coronary_heart_disease'}
410,Acute myocardial infarction,ICD9 codes,C3196,8551,File - Abdominal Aortic Aneurysm - Death,PH1027,2263,Coronary Heart Disease (CHD),{'CALIBER.Category': 'Coronary heart disease'}
411,Other acute and subacute forms of ischemic heart disease,ICD9 codes,C3196,8551,File - Abdominal Aortic Aneurysm - Death,PH1027,2263,Coronary Heart Disease (CHD),{'CALIBER.Category': 'Coronary heart disease'}
412,Old myocardial infarction,ICD9 codes,C3196,8551,File - Abdominal Aortic Aneurysm - Death,PH1027,2263,Coronary Heart Disease (CHD),{'CALIBER.Category': 'Coronary heart disease'}
413,Angina pectoris,ICD9 codes,C3196,8551,File - Abdominal Aortic Aneurysm - Death,PH1027,2263,Coronary Heart Disease (CHD),{'CALIBER.Category': 'Coronary heart disease'}
414,Other forms of chronic ischemic heart disease,ICD9 codes,C3196,8551,File - Abdominal Aortic Aneurysm - Death,PH1027,2263,Coronary Heart Disease (CHD),{'CALIBER.Category': 'Coronary heart disease'}
4292,"Ill-defined descriptions and complications of heart disease ; Cardiovascular disease, unspecified",ICD9 codes,C3196,8551,File - Abdominal Aortic Aneurysm - Death,PH1027,2263,Coronary Heart Disease (CHD),{'CALIBER.Category': 'Coronary heart disease'}
4295,Ill-defined descriptions and complications of heart disease ; Rupture of chordae tendineae,ICD9 codes,C3196,8551,File - Abdominal Aortic Aneurysm - Death,PH1027,2263,Coronary Heart Disease (CHD),{'CALIBER.Category': 'Coronary heart disease'}
4296,Ill-defined descriptions and complications of heart disease ; Rupture of papillary muscle,ICD9 codes,C3196,8551,File - Abdominal Aortic Aneurysm - Death,PH1027,2263,Coronary Heart Disease (CHD),{'CALIBER.Category': 'Coronary heart disease'}
4297,"Ill-defined descriptions and complications of heart disease ; Certain sequelae of myocardial infarction, not elsewhere classified",ICD9 codes,C3196,8551,File - Abdominal Aortic Aneurysm - Death,PH1027,2263,Coronary Heart Disease (CHD),{'CALIBER.Category': 'Coronary heart disease'}
