code,description,coding_system,concept_id,concept_version_id,concept_name,phenotype_id,phenotype_version_id,phenotype_name,code_attributes
J101111,Acid reflux,Read codes v2,C821,2781,Gastro-oesophageal reflux disease - Primary care,PH48,96,Gastro-oesophageal reflux disease,"{'Disease': 'Gastro-oesophageal reflux disease', 'Medcode': '15054.0', 'Category': 'Diagnosis of Gastro-oesophageal reflux disease'}"
J101112,Gastro-oesophageal reflux with oesophagitis,Read codes v2,C821,2781,Gastro-oesophageal reflux disease - Primary care,PH48,96,Gastro-oesophageal reflux disease,"{'Disease': 'Gastro-oesophageal reflux disease', 'Medcode': '7104.0', 'Category': 'Diagnosis of Gastro-oesophageal reflux disease'}"
J101113,Oesophageal reflux with oesophagitis,Read codes v2,C821,2781,Gastro-oesophageal reflux disease - Primary care,PH48,96,Gastro-oesophageal reflux disease,"{'Disease': 'Gastro-oesophageal reflux disease', 'Medcode': '16605.0', 'Category': 'Diagnosis of Gastro-oesophageal reflux disease'}"
J10y400,Oesopheal reflux without mention of oesophagitis,Read codes v2,C821,2781,Gastro-oesophageal reflux disease - Primary care,PH48,96,Gastro-oesophageal reflux disease,"{'Disease': 'Gastro-oesophageal reflux disease', 'Medcode': '25610.0', 'Category': 'Diagnosis of Gastro-oesophageal reflux disease'}"
J10y411,Oesophageal reflux,Read codes v2,C821,2781,Gastro-oesophageal reflux disease - Primary care,PH48,96,Gastro-oesophageal reflux disease,"{'Disease': 'Gastro-oesophageal reflux disease', 'Medcode': '1327.0', 'Category': 'Diagnosis of Gastro-oesophageal reflux disease'}"
J10y412,Gastro-oesophageal reflux,Read codes v2,C821,2781,Gastro-oesophageal reflux disease - Primary care,PH48,96,Gastro-oesophageal reflux disease,"{'Disease': 'Gastro-oesophageal reflux disease', 'Medcode': '984.0', 'Category': 'Diagnosis of Gastro-oesophageal reflux disease'}"
J10y413,Acid reflux,Read codes v2,C821,2781,Gastro-oesophageal reflux disease - Primary care,PH48,96,Gastro-oesophageal reflux disease,"{'Disease': 'Gastro-oesophageal reflux disease', 'Medcode': '2281.0', 'Category': 'Diagnosis of Gastro-oesophageal reflux disease'}"
J10y500,Laryngopharyngeal reflux,Read codes v2,C821,2781,Gastro-oesophageal reflux disease - Primary care,PH48,96,Gastro-oesophageal reflux disease,"{'Disease': 'Gastro-oesophageal reflux disease', 'Medcode': '19111.0', 'Category': 'Diagnosis of Gastro-oesophageal reflux disease'}"
103564.0,Procedure for Gastro-oesophageal reflux disease,Med codes,C822,2783,Gastro-oesophageal reflux disease - Primary care,PH48,96,Gastro-oesophageal reflux disease,"{'Disease': 'Gastro-oesophageal reflux disease', 'ReadcodeDescr': 'Antireflux procedure and gastroplasty HFQ', 'Readcode': '760L400'}"
1327.0,Diagnosis of Gastro-oesophageal reflux disease,Med codes,C822,2783,Gastro-oesophageal reflux disease - Primary care,PH48,96,Gastro-oesophageal reflux disease,"{'Disease': 'Gastro-oesophageal reflux disease', 'ReadcodeDescr': 'Oesophageal reflux', 'Readcode': 'J10y411'}"
14713.0,Procedure for Gastro-oesophageal reflux disease,Med codes,C822,2783,Gastro-oesophageal reflux disease - Primary care,PH48,96,Gastro-oesophageal reflux disease,"{'Disease': 'Gastro-oesophageal reflux disease', 'ReadcodeDescr': 'Antireflux fundoplication using thoracic approach', 'Readcode': '760L000'}"
15054.0,Diagnosis of Gastro-oesophageal reflux disease,Med codes,C822,2783,Gastro-oesophageal reflux disease - Primary care,PH48,96,Gastro-oesophageal reflux disease,"{'Disease': 'Gastro-oesophageal reflux disease', 'ReadcodeDescr': 'Acid reflux', 'Readcode': 'J101111'}"
16605.0,Diagnosis of Gastro-oesophageal reflux disease,Med codes,C822,2783,Gastro-oesophageal reflux disease - Primary care,PH48,96,Gastro-oesophageal reflux disease,"{'Disease': 'Gastro-oesophageal reflux disease', 'ReadcodeDescr': 'Oesophageal reflux with oesophagitis', 'Readcode': 'J101113'}"
17263.0,Procedure for Gastro-oesophageal reflux disease,Med codes,C822,2783,Gastro-oesophageal reflux disease - Primary care,PH48,96,Gastro-oesophageal reflux disease,"{'Disease': 'Gastro-oesophageal reflux disease', 'ReadcodeDescr': 'Oesophageal reflux operations', 'Readcode': '760L.11'}"
17610.0,Procedure for Gastro-oesophageal reflux disease,Med codes,C822,2783,Gastro-oesophageal reflux disease - Primary care,PH48,96,Gastro-oesophageal reflux disease,"{'Disease': 'Gastro-oesophageal reflux disease', 'ReadcodeDescr': 'Antireflux fundoplication using abdominal approach', 'Readcode': '760L200'}"
18211.0,Procedure for Gastro-oesophageal reflux disease,Med codes,C822,2783,Gastro-oesophageal reflux disease - Primary care,PH48,96,Gastro-oesophageal reflux disease,"{'Disease': 'Gastro-oesophageal reflux disease', 'ReadcodeDescr': 'Antireflux operations', 'Readcode': '760L.00'}"
19111.0,Diagnosis of Gastro-oesophageal reflux disease,Med codes,C822,2783,Gastro-oesophageal reflux disease - Primary care,PH48,96,Gastro-oesophageal reflux disease,"{'Disease': 'Gastro-oesophageal reflux disease', 'ReadcodeDescr': 'Laryngopharyngeal reflux', 'Readcode': 'J10y500'}"
19470.0,Diagnosis of Gastro-oesophageal reflux disease,Med codes,C822,2783,Gastro-oesophageal reflux disease - Primary care,PH48,96,Gastro-oesophageal reflux disease,"{'Disease': 'Gastro-oesophageal reflux disease', 'ReadcodeDescr': 'Reflux cough', 'Readcode': '171J.00'}"
2281.0,Diagnosis of Gastro-oesophageal reflux disease,Med codes,C822,2783,Gastro-oesophageal reflux disease - Primary care,PH48,96,Gastro-oesophageal reflux disease,"{'Disease': 'Gastro-oesophageal reflux disease', 'ReadcodeDescr': 'Acid reflux', 'Readcode': 'J10y413'}"
2535.0,Diagnosis of Gastro-oesophageal reflux disease,Med codes,C822,2783,Gastro-oesophageal reflux disease - Primary care,PH48,96,Gastro-oesophageal reflux disease,"{'Disease': 'Gastro-oesophageal reflux disease', 'ReadcodeDescr': 'Reflux oesophagitis', 'Readcode': 'J101100'}"
25610.0,Diagnosis of Gastro-oesophageal reflux disease,Med codes,C822,2783,Gastro-oesophageal reflux disease - Primary care,PH48,96,Gastro-oesophageal reflux disease,"{'Disease': 'Gastro-oesophageal reflux disease', 'ReadcodeDescr': 'Oesopheal reflux without mention of oesophagitis', 'Readcode': 'J10y400'}"
28619.0,Procedure for Gastro-oesophageal reflux disease,Med codes,C822,2783,Gastro-oesophageal reflux disease - Primary care,PH48,96,Gastro-oesophageal reflux disease,"{'Disease': 'Gastro-oesophageal reflux disease', 'ReadcodeDescr': 'Antireflux operation NOS', 'Readcode': '760Lz00'}"
34005.0,Procedure for Gastro-oesophageal reflux disease,Med codes,C822,2783,Gastro-oesophageal reflux disease - Primary care,PH48,96,Gastro-oesophageal reflux disease,"{'Disease': 'Gastro-oesophageal reflux disease', 'ReadcodeDescr': 'Other specified antireflux operation', 'Readcode': '760Ly00'}"
45360.0,Procedure for Gastro-oesophageal reflux disease,Med codes,C822,2783,Gastro-oesophageal reflux disease - Primary care,PH48,96,Gastro-oesophageal reflux disease,"{'Disease': 'Gastro-oesophageal reflux disease', 'ReadcodeDescr': 'Antireflux gastropexy', 'Readcode': '760L300'}"
48146.0,Procedure for Gastro-oesophageal reflux disease,Med codes,C822,2783,Gastro-oesophageal reflux disease - Primary care,PH48,96,Gastro-oesophageal reflux disease,"{'Disease': 'Gastro-oesophageal reflux disease', 'ReadcodeDescr': 'Antireflux gastroplasty', 'Readcode': '760L311'}"
51400.0,Procedure for Gastro-oesophageal reflux disease,Med codes,C822,2783,Gastro-oesophageal reflux disease - Primary care,PH48,96,Gastro-oesophageal reflux disease,"{'Disease': 'Gastro-oesophageal reflux disease', 'ReadcodeDescr': 'Revision of antireflux operations', 'Readcode': '760M.00'}"
53657.0,Procedure for Gastro-oesophageal reflux disease,Med codes,C822,2783,Gastro-oesophageal reflux disease - Primary care,PH48,96,Gastro-oesophageal reflux disease,"{'Disease': 'Gastro-oesophageal reflux disease', 'ReadcodeDescr': 'Antireflux operation using thoracic approach NEC', 'Readcode': '760L100'}"
67258.0,Procedure for Gastro-oesophageal reflux disease,Med codes,C822,2783,Gastro-oesophageal reflux disease - Primary care,PH48,96,Gastro-oesophageal reflux disease,"{'Disease': 'Gastro-oesophageal reflux disease', 'ReadcodeDescr': 'Revision of antireflux operation NOS', 'Readcode': '760Mz00'}"
68276.0,Procedure for Gastro-oesophageal reflux disease,Med codes,C822,2783,Gastro-oesophageal reflux disease - Primary care,PH48,96,Gastro-oesophageal reflux disease,"{'Disease': 'Gastro-oesophageal reflux disease', 'ReadcodeDescr': 'Antireflux procedure using thoracic approach NEC', 'Readcode': '760L111'}"
7104.0,Diagnosis of Gastro-oesophageal reflux disease,Med codes,C822,2783,Gastro-oesophageal reflux disease - Primary care,PH48,96,Gastro-oesophageal reflux disease,"{'Disease': 'Gastro-oesophageal reflux disease', 'ReadcodeDescr': 'Gastro-oesophageal reflux with oesophagitis', 'Readcode': 'J101112'}"
7577.0,Diagnosis of Gastro-oesophageal reflux disease,Med codes,C822,2783,Gastro-oesophageal reflux disease - Primary care,PH48,96,Gastro-oesophageal reflux disease,"{'Disease': 'Gastro-oesophageal reflux disease', 'ReadcodeDescr': 'Gastric reflux', 'Readcode': '1957.00'}"
984.0,Diagnosis of Gastro-oesophageal reflux disease,Med codes,C822,2783,Gastro-oesophageal reflux disease - Primary care,PH48,96,Gastro-oesophageal reflux disease,"{'Disease': 'Gastro-oesophageal reflux disease', 'ReadcodeDescr': 'Gastro-oesophageal reflux', 'Readcode': 'J10y412'}"
K21,Gastro-oesophageal reflux disease,ICD10 codes,C823,2785,Gastro-oesophageal reflux disease - Secondary care - Diagnoses,PH48,96,Gastro-oesophageal reflux disease,"{'Disease': 'Gastro-oesophageal reflux disease', 'Category': 'Diagnosis of Gastro-oesophageal reflux disease'}"
G24,Antireflux operations,OPCS4 codes,C824,2787,Gastro-oesophageal reflux disease - Secondary care - Procedures,PH48,96,Gastro-oesophageal reflux disease,"{'Disease': 'Gastro-oesophageal reflux disease', 'Category': 'Procedure for Gastro-oesophageal reflux disease'}"
G24.1,Antireflux fundoplication using thoracic approach,OPCS4 codes,C824,2787,Gastro-oesophageal reflux disease - Secondary care - Procedures,PH48,96,Gastro-oesophageal reflux disease,"{'Disease': 'Gastro-oesophageal reflux disease', 'Category': 'Procedure for Gastro-oesophageal reflux disease'}"
G24.2,Antireflux operation using thoracic approach NEC,OPCS4 codes,C824,2787,Gastro-oesophageal reflux disease - Secondary care - Procedures,PH48,96,Gastro-oesophageal reflux disease,"{'Disease': 'Gastro-oesophageal reflux disease', 'Category': 'Procedure for Gastro-oesophageal reflux disease'}"
G24.3,Antireflux fundoplication using abdominal approach,OPCS4 codes,C824,2787,Gastro-oesophageal reflux disease - Secondary care - Procedures,PH48,96,Gastro-oesophageal reflux disease,"{'Disease': 'Gastro-oesophageal reflux disease', 'Category': 'Procedure for Gastro-oesophageal reflux disease'}"
G24.4,Antireflux gastropexy,OPCS4 codes,C824,2787,Gastro-oesophageal reflux disease - Secondary care - Procedures,PH48,96,Gastro-oesophageal reflux disease,"{'Disease': 'Gastro-oesophageal reflux disease', 'Category': 'Procedure for Gastro-oesophageal reflux disease'}"
G24.5,Gastroplasty and antireflux procedure HFQ,OPCS4 codes,C824,2787,Gastro-oesophageal reflux disease - Secondary care - Procedures,PH48,96,Gastro-oesophageal reflux disease,"{'Disease': 'Gastro-oesophageal reflux disease', 'Category': 'Procedure for Gastro-oesophageal reflux disease'}"
G24.6,Insertion of Angelchick prosthesis,OPCS4 codes,C824,2787,Gastro-oesophageal reflux disease - Secondary care - Procedures,PH48,96,Gastro-oesophageal reflux disease,"{'Disease': 'Gastro-oesophageal reflux disease', 'Category': 'Procedure for Gastro-oesophageal reflux disease'}"
G24.8,Other specified antireflux operations,OPCS4 codes,C824,2787,Gastro-oesophageal reflux disease - Secondary care - Procedures,PH48,96,Gastro-oesophageal reflux disease,"{'Disease': 'Gastro-oesophageal reflux disease', 'Category': 'Procedure for Gastro-oesophageal reflux disease'}"
G24.9,Unspecified antireflux operations,OPCS4 codes,C824,2787,Gastro-oesophageal reflux disease - Secondary care - Procedures,PH48,96,Gastro-oesophageal reflux disease,"{'Disease': 'Gastro-oesophageal reflux disease', 'Category': 'Procedure for Gastro-oesophageal reflux disease'}"
G25,Revision of antireflux operations,OPCS4 codes,C824,2787,Gastro-oesophageal reflux disease - Secondary care - Procedures,PH48,96,Gastro-oesophageal reflux disease,"{'Disease': 'Gastro-oesophageal reflux disease', 'Category': 'Procedure for Gastro-oesophageal reflux disease'}"
G25.1,Revision of fundoplication of stomach,OPCS4 codes,C824,2787,Gastro-oesophageal reflux disease - Secondary care - Procedures,PH48,96,Gastro-oesophageal reflux disease,"{'Disease': 'Gastro-oesophageal reflux disease', 'Category': 'Procedure for Gastro-oesophageal reflux disease'}"
G25.2,Adjustment to Angelchick prosthesis,OPCS4 codes,C824,2787,Gastro-oesophageal reflux disease - Secondary care - Procedures,PH48,96,Gastro-oesophageal reflux disease,"{'Disease': 'Gastro-oesophageal reflux disease', 'Category': 'Procedure for Gastro-oesophageal reflux disease'}"
G25.3,Removal of Angelchick prosthesis,OPCS4 codes,C824,2787,Gastro-oesophageal reflux disease - Secondary care - Procedures,PH48,96,Gastro-oesophageal reflux disease,"{'Disease': 'Gastro-oesophageal reflux disease', 'Category': 'Procedure for Gastro-oesophageal reflux disease'}"
G25.8,Other specified revision of antireflux operations,OPCS4 codes,C824,2787,Gastro-oesophageal reflux disease - Secondary care - Procedures,PH48,96,Gastro-oesophageal reflux disease,"{'Disease': 'Gastro-oesophageal reflux disease', 'Category': 'Procedure for Gastro-oesophageal reflux disease'}"
G25.9,Unspecified revision of antireflux operations,OPCS4 codes,C824,2787,Gastro-oesophageal reflux disease - Secondary care - Procedures,PH48,96,Gastro-oesophageal reflux disease,"{'Disease': 'Gastro-oesophageal reflux disease', 'Category': 'Procedure for Gastro-oesophageal reflux disease'}"
