ProdCodeId,dmdid,termfromemis,productname,formulation,routeofadministration,drugsubstancename,substancestrength,bnfchapter,DrugIssues
944841000033112,327104000,Mycophenolate mofetil 250mg capsules,Mycophenolate mofetil 250mg capsules,Capsule,Oral,Mycophenolate mofetil,250.000mg,8020100,200000
946841000033118,327106003,Mycophenolate mofetil 500mg tablets,Mycophenolate mofetil 500mg tablets,Tablet,Oral,Mycophenolate mofetil,500.000mg,8020100,500000
958341000033114,456811000001107,Neoral 100mg capsules (Novartis Pharmaceuticals UK Ltd),Neoral 100mg capsules,Capsule,Oral,Ciclosporin,100.000mg,,200000
958441000033115,660811000001100,Neoral 25mg capsules (Novartis Pharmaceuticals UK Ltd),Neoral 25mg capsules,Capsule,Oral,Ciclosporin,25.000mg,,200000
958541000033119,319211000001101,Neoral 50mg capsules (Novartis Pharmaceuticals UK Ltd),Neoral 50mg capsules,Capsule,Oral,Ciclosporin,50.000mg,,300000
964241000033115,3490411000001109,Neoral 100mg/ml oral solution (Novartis Pharmaceuticals UK Ltd),Neoral 100mg/ml oral solution,Oral solution,Oral,Ciclosporin,100.000mg/1.000ml,,20000
1221841000033110,347811000001104,Sandimmun 25mg capsules (Novartis Pharmaceuticals UK Ltd),Sandimmun 25mg capsules,Capsule,Oral,Ciclosporin,25.000mg,,5000
1221941000033119,172611000001109,Sandimmun 100mg capsules (Novartis Pharmaceuticals UK Ltd),Sandimmun 100mg capsules,Capsule,Oral,Ciclosporin,100.000mg,,7000
1222041000033113,638611000001108,Sandimmun 50mg capsules (Novartis Pharmaceuticals UK Ltd),Sandimmun 50mg capsules,Capsule,Oral,Ciclosporin,50.000mg,,3000
1242041000033111,,Sandimmun  Intravenous infusion  50 mg/ml,,,,,,,30
1247941000033110,3490711000001103,Sandimmun 100mg/ml oral solution (Novartis Pharmaceuticals UK Ltd),Sandimmun 100mg/ml oral solution,Oral solution,Oral,Ciclosporin,100.000mg/1.000ml,,2000
1657941000033110,303511000001103,Neoral 10mg capsules (Novartis Pharmaceuticals UK Ltd),Neoral 10mg capsules,Capsule,Oral,Ciclosporin,10.000mg,,8000
1779841000033117,327109005,Mycophenolate mofetil 500mg powder for solution for infusion vials,Mycophenolate mofetil 500mg powder for solution for infusion vials, Powder for solution for infusion,Intravenous,Mycophenolate mofetil hydrochloride,500.000mg,8020100,100
1779941000033113,4346311000001104,CellCept 500mg powder for solution for infusion vials (Roche Products Ltd),CellCept 500mg powder for solution for infusion vials, Powder for solution for infusion,Intravenous,Mycophenolate mofetil hydrochloride,500.000mg,,5
1904341000033114,,Cyclosporin  Sugar-free oral solution  100 mg/ml,,,,,,,700
2056141000033119,36032911000001108,Methotrexate 1g/10ml solution for injection vials,Methotrexate 1g/10ml solution for injection vials,Solution for injection,Intramuscular/ Intraarterial/ Intravenous,Methotrexate sodium,100.000mg/1.000ml,8010300,200
2056241000033114,36033511000001108,Methotrexate 5g/50ml solution for infusion vials,Methotrexate 5g/50ml solution for infusion vials,Solution for infusion,Intravenous/ Intraarterial/ Intramuscular,Methotrexate sodium,100.000mg/1.000ml,8010300,30
2668441000033113,8665711000001107,Methotrexate 2.5mg/5ml oral suspension,Methotrexate 2.5mg/5ml oral suspension,Oral suspension,Oral,Methotrexate,500.000microgram/1.000ml,10010300,900
2736441000033112,4897811000001103,Mycophenolate mofetil 1g/5ml oral suspension sugar free,Mycophenolate mofetil 1g/5ml oral suspension sugar free,Oral suspension,Oral/ Gastroenteral,Mycophenolate mofetil,200.000mg/1.000ml,8020100,10000
2736541000033113,4881311000001100,CellCept 1g/5ml oral suspension (Roche Products Ltd),CellCept 1g/5ml oral suspension,Oral suspension,Oral/ Gastroenteral,Mycophenolate mofetil,200.000mg/1.000ml,,1000
2873641000033115,8665311000001108,Methotrexate 15mg/5ml oral solution,Methotrexate 15mg/5ml oral solution,Oral solution,Oral,Methotrexate,3.000mg/1.000ml,10010300,300
2924041000033115,8664911000001105,Methotrexate 10mg/5ml oral solution,Methotrexate 10mg/5ml oral solution,Oral solution,Oral,Methotrexate,2.000mg/1.000ml,10010300,2000
3050441000033115,8283911000001108,Azathioprine 20mg/5ml oral suspension,Azathioprine 20mg/5ml oral suspension,Oral suspension,Oral,Azathioprine,4.000mg/1.000ml,8020100,1000
3086941000033119,327090002,Ciclosporin 10mg capsules,Ciclosporin 10mg capsules,Capsule,Oral,Ciclosporin,10.000mg,8020200,5000
3087041000033118,327082002,Ciclosporin 25mg capsules,Ciclosporin 25mg capsules,Capsule,Oral,Ciclosporin,25.000mg,8020200,200000
3087141000033119,327083007,Ciclosporin 100mg capsules,Ciclosporin 100mg capsules,Capsule,Oral,Ciclosporin,100.000mg,8020200,200000
3087241000033114,327085000,Ciclosporin 50mg capsules,Ciclosporin 50mg capsules,Capsule,Oral,Ciclosporin,50.000mg,8020200,200000
3087341000033116,36139311000001109,Ciclosporin 100mg/ml oral solution sugar free,Ciclosporin 100mg/ml oral solution sugar free,Oral solution,Oral,Ciclosporin,100.000mg/1.000ml,8020200,30000
3151941000033113,8308411000001102,Azathioprine 50mg/5ml oral suspension,Azathioprine 50mg/5ml oral suspension,Oral suspension,Oral,Azathioprine,10.000mg/1.000ml,8020100,7000
3156841000033113,36140311000001101,Ciclosporin 50mg/1ml solution for infusion ampoules,Ciclosporin 50mg/1ml solution for infusion ampoules,Solution for infusion,Intravenous,Ciclosporin,50.000mg/1.000ml,8020200,10
3156941000033117,36139511000001103,Ciclosporin 250mg/5ml solution for infusion ampoules,Ciclosporin 250mg/5ml solution for infusion ampoules,Solution for infusion,Intravenous,Ciclosporin,50.000mg/1.000ml,8020200,6
3157041000033116,911911000001101,Sandimmun 50mg/1ml concentrate for solution for infusion ampoules (Novartis Pharmaceuticals UK Ltd),Sandimmun 50mg/1ml concentrate for solution for infusion ampoules,Solution for infusion,Intravenous,Ciclosporin,50.000mg/1.000ml,,1
3157141000033117,88611000001108,Sandimmun 250mg/5ml concentrate for solution for infusion ampoules (Novartis Pharmaceuticals UK Ltd),Sandimmun 250mg/5ml concentrate for solution for infusion ampoules,Solution for infusion,Intravenous,Ciclosporin,50.000mg/1.000ml,,1
3178541000033112,8076911000001104,Mycophenolic acid 180mg gastro-resistant tablets,Mycophenolic acid 180mg gastro-resistant tablets,Gastro-resistant tablet,Oral,Mycophenolate sodium,180.000mg,8020100,5000
3178641000033113,8077011000001100,Mycophenolic acid 360mg gastro-resistant tablets,Mycophenolic acid 360mg gastro-resistant tablets,Gastro-resistant tablet,Oral,Mycophenolate sodium,360.000mg,8020100,10000
3178741000033116,8077511000001108,Myfortic 180mg gastro-resistant tablets (Novartis Pharmaceuticals UK Ltd),Myfortic 180mg gastro-resistant tablets,Gastro-resistant tablet,Oral,Mycophenolate sodium,180.000mg,,5000
3178841000033114,8077811000001106,Myfortic 360mg gastro-resistant tablets (Novartis Pharmaceuticals UK Ltd),Myfortic 360mg gastro-resistant tablets,Gastro-resistant tablet,Oral,Mycophenolate sodium,360.000mg,,20000
3188041000033113,8791311000001100,Azathioprine 10mg capsules,Azathioprine 10mg capsules,Capsule,Oral,Azathioprine,10.000mg,8020100,1000
3216241000033117,8284111000001107,Azathioprine 25mg/5ml oral suspension,Azathioprine 25mg/5ml oral suspension,Oral suspension,Oral,Azathioprine,5.000mg/1.000ml,8020100,1000
3835441000033114,9468811000001109,Methotrexate 25mg/1ml solution for injection pre-filled syringes,Methotrexate 25mg/1ml solution for injection pre-filled syringes,Solution for injection,Subcutaneous/ Intramuscular,Methotrexate sodium,25.000mg/1.000ml,8010300,4000
3836441000033117,8665011000001105,Methotrexate 10mg/5ml oral suspension,Methotrexate 10mg/5ml oral suspension,Oral suspension,Oral,Methotrexate,2.000mg/1.000ml,10010300,300
3868841000033111,8666111000001100,Methotrexate 7.5mg/5ml oral suspension,Methotrexate 7.5mg/5ml oral suspension,Oral suspension,Oral,Methotrexate,1.500mg/1.000ml,10010300,200
3869641000033118,10676011000001109,Methotrexate 7.5mg/0.75ml solution for injection pre-filled syringes,Methotrexate 7.5mg/0.75ml solution for injection pre-filled syringes,Solution for injection,Subcutaneous/ Intravenous/ Intramuscular,Methotrexate sodium,10.000mg/1.000ml,10010300,500
3869741000033110,10675611000001107,Methotrexate 10mg/1ml solution for injection pre-filled syringes,Methotrexate 10mg/1ml solution for injection pre-filled syringes,Solution for injection,Intramuscular/ Subcutaneous/ Intravenous,Methotrexate sodium,10.000mg/1.000ml,10010300,2000
3869841000033117,10675711000001103,Methotrexate 15mg/1.5ml solution for injection pre-filled syringes,Methotrexate 15mg/1.5ml solution for injection pre-filled syringes,Solution for injection,Subcutaneous/ Intramuscular/ Intravenous,Methotrexate sodium,10.000mg/1.000ml,10010300,2000
3869941000033113,10675811000001106,Methotrexate 20mg/2ml solution for injection pre-filled syringes,Methotrexate 20mg/2ml solution for injection pre-filled syringes,Solution for injection,Intramuscular/ Intravenous/ Subcutaneous,Methotrexate sodium,10.000mg/1.000ml,10010300,2000
3870041000033114,10675911000001101,Methotrexate 25mg/2.5ml solution for injection pre-filled syringes,Methotrexate 25mg/2.5ml solution for injection pre-filled syringes,Solution for injection,Intramuscular/ Subcutaneous/ Intravenous,Methotrexate sodium,10.000mg/1.000ml,10010300,1000
3870141000033113,10672611000001103,Metoject 7.5mg/0.75ml solution for injection pre-filled syringes (medac UK),Metoject 7.5mg/0.75ml solution for injection pre-filled syringes,Solution for injection,Subcutaneous/ Intravenous/ Intramuscular,Methotrexate sodium,10.000mg/1.000ml,,100
3870241000033118,10672911000001109,Metoject 10mg/1ml solution for injection pre-filled syringes (medac UK),Metoject 10mg/1ml solution for injection pre-filled syringes,Solution for injection,Subcutaneous/ Intravenous/ Intramuscular,Methotrexate sodium,10.000mg/1.000ml,,400
3870341000033111,10673211000001106,Metoject 15mg/1.5ml solution for injection pre-filled syringes (medac UK),Metoject 15mg/1.5ml solution for injection pre-filled syringes,Solution for injection,Subcutaneous/ Intravenous/ Intramuscular,Methotrexate sodium,10.000mg/1.000ml,,500
3870441000033117,10673511000001109,Metoject 20mg/2ml solution for injection pre-filled syringes (medac UK),Metoject 20mg/2ml solution for injection pre-filled syringes,Solution for injection,Subcutaneous/ Intravenous/ Intramuscular,Methotrexate sodium,10.000mg/1.000ml,,600
3870541000033116,10674011000001104,Metoject 25mg/2.5ml solution for injection pre-filled syringes (medac UK),Metoject 25mg/2.5ml solution for injection pre-filled syringes,Solution for injection,Subcutaneous/ Intravenous/ Intramuscular,Methotrexate sodium,10.000mg/1.000ml,,200
3906941000033111,9468411000001107,Methotrexate 15mg/0.6ml solution for injection pre-filled syringes,Methotrexate 15mg/0.6ml solution for injection pre-filled syringes,Solution for injection,Intramuscular/ Subcutaneous,Methotrexate sodium,25.000mg/1.000ml,8010300,2000
4020841000033119,9468311000001100,Methotrexate 12.5mg/0.5ml solution for injection pre-filled syringes,Methotrexate 12.5mg/0.5ml solution for injection pre-filled syringes,Solution for injection,Subcutaneous/ Intramuscular,Methotrexate sodium,25.000mg/1.000ml,8010300,700
5078841000033112,15518311000001104,Methotrexate 7.5mg/0.15ml solution for injection pre-filled syringes,Methotrexate 7.5mg/0.15ml solution for injection pre-filled syringes,Solution for injection,Subcutaneous/ Intravenous/ Intramuscular,Methotrexate sodium,50.000mg/1.000ml,10010300,4000
5079041000033113,15517911000001104,Methotrexate 10mg/0.2ml solution for injection pre-filled syringes,Methotrexate 10mg/0.2ml solution for injection pre-filled syringes,Solution for injection,Intramuscular/ Intravenous/ Subcutaneous,Methotrexate sodium,50.000mg/1.000ml,10010300,10000
5079141000033112,15518011000001102,Methotrexate 15mg/0.3ml solution for injection pre-filled syringes,Methotrexate 15mg/0.3ml solution for injection pre-filled syringes,Solution for injection,Intramuscular/ Intravenous/ Subcutaneous,Methotrexate sodium,50.000mg/1.000ml,10010300,20000
5079241000033117,15518111000001101,Methotrexate 20mg/0.4ml solution for injection pre-filled syringes,Methotrexate 20mg/0.4ml solution for injection pre-filled syringes,Solution for injection,Subcutaneous/ Intramuscular/ Intravenous,Methotrexate sodium,50.000mg/1.000ml,10010300,30000
5079341000033110,15518211000001107,Methotrexate 25mg/0.5ml solution for injection pre-filled syringes,Methotrexate 25mg/0.5ml solution for injection pre-filled syringes,Solution for injection,Subcutaneous/ Intravenous/ Intramuscular,Methotrexate sodium,50.000mg/1.000ml,10010300,10000
5079641000033119,15513111000001105,Metoject 7.5mg/0.15ml solution for injection pre-filled syringes (medac UK),Metoject 7.5mg/0.15ml solution for injection pre-filled syringes,Solution for injection,Subcutaneous/ Intravenous/ Intramuscular,Methotrexate sodium,50.000mg/1.000ml,,1000
5079741000033111,15513411000001100,Metoject 10mg/0.2ml solution for injection pre-filled syringes (medac UK),Metoject 10mg/0.2ml solution for injection pre-filled syringes,Solution for injection,Subcutaneous/ Intravenous/ Intramuscular,Methotrexate sodium,50.000mg/1.000ml,,4000
5079941000033114,15513711000001106,Metoject 15mg/0.3ml solution for injection pre-filled syringes (medac UK),Metoject 15mg/0.3ml solution for injection pre-filled syringes,Solution for injection,Subcutaneous/ Intravenous/ Intramuscular,Methotrexate sodium,50.000mg/1.000ml,,7000
5080041000033113,15514311000001109,Metoject 20mg/0.4ml solution for injection pre-filled syringes (medac UK),Metoject 20mg/0.4ml solution for injection pre-filled syringes,Solution for injection,Subcutaneous/ Intravenous/ Intramuscular,Methotrexate sodium,50.000mg/1.000ml,,10000
5080141000033112,15514011000001106,Metoject 25mg/0.5ml solution for injection pre-filled syringes (medac UK),Metoject 25mg/0.5ml solution for injection pre-filled syringes,Solution for injection,Subcutaneous/ Intravenous/ Intramuscular,Methotrexate sodium,50.000mg/1.000ml,,5000
5334641000033116,16306911000001100,Deximune 100mg capsules (Dexcel-Pharma Ltd),Deximune 100mg capsules,Capsule,Oral,Ciclosporin,100.000mg,,2000
5334741000033113,16306711000001102,Deximune 50mg capsules (Dexcel-Pharma Ltd),Deximune 50mg capsules,Capsule,Oral,Ciclosporin,50.000mg,,2000
5334841000033115,16306511000001107,Deximune 25mg capsules (Dexcel-Pharma Ltd),Deximune 25mg capsules,Capsule,Oral,Ciclosporin,25.000mg,,1000
5891341000033119,8308511000001103,Azathioprine 50mg/5ml oral solution,Azathioprine 50mg/5ml oral solution,Oral solution,Oral,Azathioprine,10.000mg/1.000ml,8020100,4000
5891641000033110,17665811000001108,Capimune 100mg capsules (Viatris UK Healthcare Ltd),Capimune 100mg capsules,Capsule,Oral,Ciclosporin,100.000mg,,2000
5891741000033118,17666911000001105,Capimune 25mg capsules (Viatris UK Healthcare Ltd),Capimune 25mg capsules,Capsule,Oral,Ciclosporin,25.000mg,,1000
5891841000033111,17665611000001109,Capimune 50mg capsules (Viatris UK Healthcare Ltd),Capimune 50mg capsules,Capsule,Oral,Ciclosporin,50.000mg,,2000
5989441000033119,8282011000001100,Azathioprine 100mg/5ml oral suspension,Azathioprine 100mg/5ml oral suspension,Oral suspension,Oral,Azathioprine,20.000mg/1.000ml,8020100,600
6035941000033111,18166911000001100,Arzip 250mg capsules (Zentiva Pharma UK Ltd),Arzip 250mg capsules,Capsule,Oral,Mycophenolate mofetil,250.000mg,,4
6036041000033118,18166711000001102,Arzip 500mg tablets (Zentiva Pharma UK Ltd),Arzip 500mg tablets,Tablet,Oral,Mycophenolate mofetil,500.000mg,,20
6036241000033114,18164111000001105,Myfenax 250mg capsules (Teva UK Ltd),Myfenax 250mg capsules,Capsule,Oral,Mycophenolate mofetil,250.000mg,,2000
6036341000033116,18163911000001106,Myfenax 500mg tablets (Teva UK Ltd),Myfenax 500mg tablets,Tablet,Oral,Mycophenolate mofetil,500.000mg,,6000
6037041000033116,18245711000001104,Methotrexate 30mg/0.6ml solution for injection pre-filled syringes,Methotrexate 30mg/0.6ml solution for injection pre-filled syringes,Solution for injection,Intramuscular/ Intravenous/ Subcutaneous,Methotrexate,50.000mg/1.000ml,10010300,200
6037141000033117,18208411000001106,Metoject 30mg/0.6ml solution for injection pre-filled syringes (medac UK),Metoject 30mg/0.6ml solution for injection pre-filled syringes,Solution for injection,Subcutaneous/ Intravenous/ Intramuscular,Methotrexate,50.000mg/1.000ml,,20
6066841000033115,8308811000001100,Azathioprine 30mg/5ml oral suspension,Azathioprine 30mg/5ml oral suspension,Oral suspension,Oral,Azathioprine,6.000mg/1.000ml,8020100,300
6071841000033115,9468511000001106,Methotrexate 17.5mg/0.7ml solution for injection pre-filled syringes,Methotrexate 17.5mg/0.7ml solution for injection pre-filled syringes,Solution for injection,Subcutaneous/ Intramuscular,Methotrexate sodium,25.000mg/1.000ml,8010300,500
6377141000033119,19224611000001108,Metoject 12.5mg/0.25ml solution for injection pre-filled syringes (medac UK),Metoject 12.5mg/0.25ml solution for injection pre-filled syringes,Solution for injection,Subcutaneous/ Intravenous/ Intramuscular,Methotrexate sodium,50.000mg/1.000ml,,700
6377241000033114,19225111000001101,Metoject 17.5mg/0.35ml solution for injection pre-filled syringes (medac UK),Metoject 17.5mg/0.35ml solution for injection pre-filled syringes,Solution for injection,Subcutaneous/ Intravenous/ Intramuscular,Methotrexate sodium,50.000mg/1.000ml,,1000
6377341000033116,19225411000001106,Metoject 22.5mg/0.45ml solution for injection pre-filled syringes (medac UK),Metoject 22.5mg/0.45ml solution for injection pre-filled syringes,Solution for injection,Subcutaneous/ Intravenous/ Intramuscular,Methotrexate sodium,50.000mg/1.000ml,,200
6380841000033115,19231311000001104,Methotrexate 12.5mg/0.25ml solution for injection pre-filled syringes,Methotrexate 12.5mg/0.25ml solution for injection pre-filled syringes,Solution for injection,Intramuscular/ Intravenous/ Subcutaneous,Methotrexate sodium,50.000mg/1.000ml,10010300,2000
6380941000033111,19231411000001106,Methotrexate 17.5mg/0.35ml solution for injection pre-filled syringes,Methotrexate 17.5mg/0.35ml solution for injection pre-filled syringes,Solution for injection,Intramuscular/ Subcutaneous/ Intravenous,Methotrexate sodium,50.000mg/1.000ml,10010300,3000
6381041000033118,19231511000001105,Methotrexate 22.5mg/0.45ml solution for injection pre-filled syringes,Methotrexate 22.5mg/0.45ml solution for injection pre-filled syringes,Solution for injection,Intramuscular/ Subcutaneous/ Intravenous,Methotrexate sodium,50.000mg/1.000ml,10010300,1000
6381141000033119,19231611000001109,Methotrexate 27.5mg/0.55ml solution for injection pre-filled syringes,Methotrexate 27.5mg/0.55ml solution for injection pre-filled syringes,Solution for injection,Intramuscular/ Intravenous/ Subcutaneous,Methotrexate sodium,50.000mg/1.000ml,10010300,20
6390741000033112,19377311000001100,Capsorin 25mg capsules (Morningside Healthcare Ltd),Capsorin 25mg capsules,Capsule,Oral,Ciclosporin,25.000mg,,400
6390841000033119,19377111000001102,Capsorin 50mg capsules (Morningside Healthcare Ltd),Capsorin 50mg capsules,Capsule,Oral,Ciclosporin,50.000mg,,600
6390941000033110,19376911000001102,Capsorin 100mg capsules (Morningside Healthcare Ltd),Capsorin 100mg capsules,Capsule,Oral,Ciclosporin,100.000mg,,900
6526541000033110,19976011000001106,Methotrexate 20mg/1ml solution for injection pre-filled syringes,Methotrexate 20mg/1ml solution for injection pre-filled syringes,Solution for injection,Subcutaneous/ Intravenous/ Intramuscular,Methotrexate sodium,20.000mg/1.000ml,10010300,400
6526641000033111,19976111000001107,Methotrexate 25mg/1.25ml solution for injection pre-filled syringes,Methotrexate 25mg/1.25ml solution for injection pre-filled syringes,Solution for injection,Intramuscular/ Intravenous/ Subcutaneous,Methotrexate sodium,20.000mg/1.000ml,10010300,200
6526741000033119,19976211000001101,Methotrexate 30mg/1.5ml solution for injection pre-filled syringes,Methotrexate 30mg/1.5ml solution for injection pre-filled syringes,Solution for injection,Intramuscular/ Subcutaneous/ Intravenous,Methotrexate sodium,20.000mg/1.000ml,10010300,2
6526841000033112,19956011000001109,Ebetrex 20mg/1ml solution for injection pre-filled syringes (Sandoz Ltd),Ebetrex 20mg/1ml solution for injection pre-filled syringes,Solution for injection,Subcutaneous/ Intravenous/ Intramuscular,Methotrexate sodium,20.000mg/1.000ml,,7
8112741000033111,9468611000001105,Methotrexate 20mg/0.8ml solution for injection pre-filled syringes,Methotrexate 20mg/0.8ml solution for injection pre-filled syringes,Solution for injection,Subcutaneous/ Intramuscular,Methotrexate sodium,25.000mg/1.000ml,8010300,2000
8493941000033115,16035911000001102,Azathioprine 250mg/5ml oral solution,Azathioprine 250mg/5ml oral solution,Oral solution,Oral,Azathioprine,50.000mg/1.000ml,8020100,100
9290641000033115,24595211000001109,Methotrexate 7.5mg/0.15ml solution for injection pre-filled disposable devices,Methotrexate 7.5mg/0.15ml solution for injection pre-filled disposable devices,Solution for injection,Subcutaneous,Methotrexate,50.000mg/1.000ml,10010300,9000
9290741000033112,24594311000001100,Methotrexate 10mg/0.2ml solution for injection pre-filled disposable devices,Methotrexate 10mg/0.2ml solution for injection pre-filled disposable devices,Solution for injection,Subcutaneous,Methotrexate,50.000mg/1.000ml,10010300,30000
9290841000033119,24594411000001107,Methotrexate 12.5mg/0.25ml solution for injection pre-filled disposable devices,Methotrexate 12.5mg/0.25ml solution for injection pre-filled disposable devices,Solution for injection,Subcutaneous,Methotrexate,50.000mg/1.000ml,10010300,10000
9290941000033110,24594511000001106,Methotrexate 15mg/0.3ml solution for injection pre-filled disposable devices,Methotrexate 15mg/0.3ml solution for injection pre-filled disposable devices,Solution for injection,Subcutaneous,Methotrexate,50.000mg/1.000ml,10010300,50000
9291041000033117,24594611000001105,Methotrexate 17.5mg/0.35ml solution for injection pre-filled disposable devices,Methotrexate 17.5mg/0.35ml solution for injection pre-filled disposable devices,Solution for injection,Subcutaneous,Methotrexate,50.000mg/1.000ml,10010300,10000
9291141000033118,24594711000001101,Methotrexate 20mg/0.4ml solution for injection pre-filled disposable devices,Methotrexate 20mg/0.4ml solution for injection pre-filled disposable devices,Solution for injection,Subcutaneous,Methotrexate,50.000mg/1.000ml,10010300,80000
9291241000033113,24594811000001109,Methotrexate 22.5mg/0.45ml solution for injection pre-filled disposable devices,Methotrexate 22.5mg/0.45ml solution for injection pre-filled disposable devices,Solution for injection,Subcutaneous,Methotrexate,50.000mg/1.000ml,10010300,9000
9291341000033115,24594911000001104,Methotrexate 25mg/0.5ml solution for injection pre-filled disposable devices,Methotrexate 25mg/0.5ml solution for injection pre-filled disposable devices,Solution for injection,Subcutaneous,Methotrexate,50.000mg/1.000ml,10010300,50000
9291441000033114,24595011000001104,Methotrexate 27.5mg/0.55ml solution for injection pre-filled disposable devices,Methotrexate 27.5mg/0.55ml solution for injection pre-filled disposable devices,Solution for injection,Subcutaneous,Methotrexate,50.000mg/1.000ml,10010300,80
9291541000033110,24595111000001103,Methotrexate 30mg/0.6ml solution for injection pre-filled disposable devices,Methotrexate 30mg/0.6ml solution for injection pre-filled disposable devices,Solution for injection,Subcutaneous,Methotrexate,50.000mg/1.000ml,10010300,600
9291641000033111,24588411000001102,Metoject PEN 7.5mg/0.15ml solution for injection pre-filled pens (medac UK),Metoject PEN 7.5mg/0.15ml solution for injection pre-filled pens,Solution for injection,Subcutaneous,Methotrexate,50.000mg/1.000ml,,8000
9291741000033119,24590211000001100,Metoject PEN 10mg/0.2ml solution for injection pre-filled pens (medac UK),Metoject PEN 10mg/0.2ml solution for injection pre-filled pens,Solution for injection,Subcutaneous,Methotrexate,50.000mg/1.000ml,,20000
